Clock, Solids Loading, Box Size, AAR, Fluid Viscosity, Bins per Dimension, Polymers per Bin
0.000000, 0.023200, 7.121042e-07, 1.000000e-08, 8.900000e-03, 2, 0.000000
145.698759, 0.023200, 7.122229e-07, 1.000231e-08, 8.900000e-03, 2, 0.000000
291.392200, 0.023200, 7.122229e-07, 1.000231e-08, 8.900000e-03, 2, 0.000000
437.158451, 0.023200, 7.123415e-07, 1.000462e-08, 8.900000e-03, 2, 0.000000
582.919388, 0.023200, 7.123415e-07, 1.000462e-08, 8.900000e-03, 2, 0.000000
728.680325, 0.023200, 7.123415e-07, 1.000462e-08, 8.900000e-03, 2, 0.000000
874.514069, 0.023200, 7.124601e-07, 1.000693e-08, 8.900000e-03, 2, 0.000000
1020.415307, 0.023200, 7.125786e-07, 1.000924e-08, 8.900000e-03, 2, 0.000000
1166.311236, 0.023200, 7.125786e-07, 1.000924e-08, 8.900000e-03, 2, 0.000000
1312.279967, 0.023200, 7.126971e-07, 1.001155e-08, 8.900000e-03, 2, 0.000000
1458.243393, 0.023200, 7.126971e-07, 1.001155e-08, 8.900000e-03, 2, 0.000000
1604.279618, 0.023200, 7.128156e-07, 1.001386e-08, 8.900000e-03, 2, 0.000000
1750.383339, 0.023200, 7.129340e-07, 1.001617e-08, 8.900000e-03, 2, 0.000000
1896.481759, 0.023200, 7.129340e-07, 1.001617e-08, 8.900000e-03, 2, 0.000000
2042.652974, 0.023200, 7.130524e-07, 1.001848e-08, 8.900000e-03, 2, 0.000000
2188.891685, 0.023200, 7.131707e-07, 1.002079e-08, 8.900000e-03, 2, 0.000000
2335.197892, 0.023200, 7.132891e-07, 1.002310e-08, 8.900000e-03, 2, 0.000000
2481.571595, 0.023200, 7.134073e-07, 1.002541e-08, 8.900000e-03, 2, 0.000000
2628.012795, 0.023200, 7.135256e-07, 1.002772e-08, 8.900000e-03, 2, 0.000000
2774.448710, 0.023200, 7.135256e-07, 1.002772e-08, 8.900000e-03, 2, 0.000000
2920.884626, 0.023200, 7.135256e-07, 1.002772e-08, 8.900000e-03, 2, 0.000000
3067.393323, 0.023200, 7.136437e-07, 1.003003e-08, 8.900000e-03, 2, 0.000000
3213.896740, 0.023200, 7.136437e-07, 1.003003e-08, 8.900000e-03, 2, 0.000000
3360.400156, 0.023200, 7.136437e-07, 1.003003e-08, 8.900000e-03, 2, 0.000000
3506.903572, 0.023200, 7.136437e-07, 1.003003e-08, 8.900000e-03, 2, 0.000000
3653.406989, 0.023200, 7.136437e-07, 1.003003e-08, 8.900000e-03, 2, 0.000000
3799.910405, 0.023200, 7.136437e-07, 1.003003e-08, 8.900000e-03, 2, 0.000000
3946.413821, 0.023200, 7.136437e-07, 1.003003e-08, 8.900000e-03, 2, 0.000000
4092.990016, 0.023200, 7.137619e-07, 1.003109e-08, 8.900000e-03, 2, 0.000000
4239.561653, 0.023200, 7.137619e-07, 1.003109e-08, 8.900000e-03, 2, 0.000000
4386.206066, 0.023200, 7.138800e-07, 1.003340e-08, 8.900000e-03, 2, 0.000000
4532.845200, 0.023200, 7.138800e-07, 1.003340e-08, 8.900000e-03, 2, 0.000000
4679.484335, 0.023200, 7.138800e-07, 1.003340e-08, 8.900000e-03, 2, 0.000000
4826.123470, 0.023200, 7.138800e-07, 1.003340e-08, 8.900000e-03, 2, 0.000000
4972.762605, 0.023200, 7.138800e-07, 1.003340e-08, 8.900000e-03, 2, 0.000000
5119.474513, 0.023200, 7.139981e-07, 1.003571e-08, 8.900000e-03, 2, 0.000000
5266.253918, 0.023200, 7.141161e-07, 1.003802e-08, 8.900000e-03, 2, 0.000000
5413.028051, 0.023200, 7.141161e-07, 1.003802e-08, 8.900000e-03, 2, 0.000000
5559.874952, 0.023200, 7.142341e-07, 1.004033e-08, 8.900000e-03, 2, 0.000000
5706.716585, 0.023200, 7.142341e-07, 1.004033e-08, 8.900000e-03, 2, 0.000000
5853.558217, 0.023200, 7.142341e-07, 1.004033e-08, 8.900000e-03, 2, 0.000000
6000.399850, 0.023200, 7.142341e-07, 1.004033e-08, 8.900000e-03, 2, 0.000000
6147.314249, 0.023200, 7.143521e-07, 1.004264e-08, 8.900000e-03, 2, 0.000000
6294.296145, 0.023200, 7.144700e-07, 1.004495e-08, 8.900000e-03, 2, 0.000000
6441.272779, 0.023200, 7.144700e-07, 1.004495e-08, 8.900000e-03, 2, 0.000000
6588.249413, 0.023200, 7.144700e-07, 1.004495e-08, 8.900000e-03, 2, 0.000000
6735.298807, 0.023200, 7.145879e-07, 1.004726e-08, 8.900000e-03, 2, 0.000000
6882.342943, 0.023200, 7.145879e-07, 1.004726e-08, 8.900000e-03, 2, 0.000000
7029.387078, 0.023200, 7.145879e-07, 1.004726e-08, 8.900000e-03, 2, 0.000000
7176.503971, 0.023200, 7.147057e-07, 1.004957e-08, 8.900000e-03, 2, 0.000000
7323.615608, 0.023200, 7.147057e-07, 1.004957e-08, 8.900000e-03, 2, 0.000000
7470.800001, 0.023200, 7.148235e-07, 1.005188e-08, 8.900000e-03, 2, 0.000000
7618.051894, 0.023200, 7.149413e-07, 1.005419e-08, 8.900000e-03, 2, 0.000000
7765.298536, 0.023200, 7.149413e-07, 1.005419e-08, 8.900000e-03, 2, 0.000000
7912.617929, 0.023200, 7.150590e-07, 1.005525e-08, 8.900000e-03, 2, 0.000000
8060.005511, 0.023200, 7.151767e-07, 1.005756e-08, 8.900000e-03, 2, 0.000000
8207.387846, 0.023200, 7.151767e-07, 1.005756e-08, 8.900000e-03, 2, 0.000000
8354.770180, 0.023200, 7.151767e-07, 1.005756e-08, 8.900000e-03, 2, 0.000000
8502.152515, 0.023200, 7.151767e-07, 1.005756e-08, 8.900000e-03, 2, 0.000000
8649.534849, 0.023200, 7.151767e-07, 1.005756e-08, 8.900000e-03, 2, 0.000000
8796.917184, 0.023200, 7.151767e-07, 1.005756e-08, 8.900000e-03, 2, 0.000000
8944.299518, 0.023200, 7.151767e-07, 1.005756e-08, 8.900000e-03, 2, 0.000000
9091.681853, 0.023200, 7.151767e-07, 1.005756e-08, 8.900000e-03, 2, 0.000000
9239.064188, 0.023200, 7.151767e-07, 1.005756e-08, 8.900000e-03, 2, 0.000000
9386.446522, 0.023200, 7.151767e-07, 1.005756e-08, 8.900000e-03, 2, 0.000000
9533.828857, 0.023200, 7.151767e-07, 1.005756e-08, 8.900000e-03, 2, 0.000000
